# n ftf - mode inverse
  500 0.5200300E-01 0.1040070E+00
 1000 0.9600600E-01 0.2200140E+00
 1500 0.1480100E+00 0.3160190E+00
 2000 0.2000130E+00 0.4240260E+00
 2500 0.2440150E+00 0.5280330E+00
 3000 0.3000190E+00 0.6320390E+00
 3500 0.3480210E+00 0.7440469E+00
 4000 0.4040260E+00 0.8400519E+00
 4500 0.4480280E+00 0.9400581E+00
 5000 0.5040320E+00 0.1040065E+01
 5500 0.5520340E+00 0.1152072E+01
 6000 0.5960380E+00 0.1260078E+01
 6500 0.6520410E+00 0.1368085E+01
 7000 0.7040440E+00 0.1464092E+01
