#Courbe des temps de cholesky : décomposition, changement de la diagonale, résolution 11 points 
500 0.064000 0.014000 0.002000
750 0.109000 0.022000 0.005000
1000 0.246000 0.038000 0.009000
1250 0.472000 0.054000 0.015000
1500 0.798000 0.074000 0.021000
1750 1.273000 0.097000 0.030000
2000 1.862000 0.121000 0.037000
2250 2.645000 0.149000 0.046000
2500 3.597000 0.178000 0.058000
2750 4.838000 0.210000 0.070000
3000 6.296000 0.247000 0.083000
