# n ftf - mode inverse - mode multi directionnel
 1000 0.8000000E-02 0.4000200E-01
 1500 0.1600100E-01 0.8800501E-01
 2000 0.3200200E-01 0.1520080E+00
 2500 0.5200300E-01 0.2360140E+00
 3000 0.6800400E-01 0.3320210E+00
 3500 0.1000060E+00 0.4640290E+00
 4000 0.1280080E+00 0.5960370E+00
 4500 0.1640110E+00 0.7600480E+00
 5000 0.2000130E+00 0.9320580E+00
 5500 0.2400150E+00 0.1136071E+01
 6000 0.2760170E+00 0.1340084E+01
 6500 0.3320210E+00 0.1576098E+01
 7000 0.3920240E+00 0.1828115E+01
