# n ftf - mode inverse - mode multi directionnel
  200 0.0000000E+00 0.4000000E-02 0.1520090E+00
  400 0.4000000E-02 0.4000000E-02 0.1244078E+01
  600 0.4000000E-02 0.1200100E-01 0.4176261E+01
  800 0.4000000E-02 0.2400100E-01 0.1016864E+02
 1000 0.8000000E-02 0.3600200E-01 0.2002125E+02
 1200 0.1200100E-01 0.5200300E-01 0.3443015E+02
 1400 0.1600100E-01 0.7600500E-01 0.5502344E+02
